  id type  new_id old_info                              img_name                                              img_cksum   img_size seg_name                                                                    seg_cksum   seg_size
  19 mut    63 A2_MHV_AxA_0003_Ceta_760_2241            raw/mutant/A2_MHV_AxA_0003_Ceta_760_2241.png         2494794476    1158630 raw/mutant_seg/A2_MHV_AxA_0003_Ceta_760_2241-muimage19_corrected.png        585079380       3636
  20 mut   415 A2_MHV_AxA_0004_Ceta_0_3161              raw/mutant/A2_MHV_AxA_0004_Ceta_0_3161.png           1141209173    1137947 raw/mutant_seg/A2_MHV_AxA_0004_Ceta_0_3161-muimage20_corrected.png         2009776972       3374
  21 mut   283 A2_MHV_AxA_0004_Ceta_2014_1539           raw/mutant/A2_MHV_AxA_0004_Ceta_2014_1539.png         405538150    1140580 raw/mutant_seg/A2_MHV_AxA_0004_Ceta_2014_1539-muimage21_corrected.png      2161017108       4011
  22 mut   866 A2_MHV_AxA_0004_Ceta_2090_543            raw/mutant/A2_MHV_AxA_0004_Ceta_2090_543.png         2880032906    1155405 raw/mutant_seg/A2_MHV_AxA_0004_Ceta_2090_543-muimage22_corrected.png        394683202       3898
  23 mut   280 A2_MHV_AxA_0004_Ceta_2499_821            raw/mutant/A2_MHV_AxA_0004_Ceta_2499_821.png         3997205542    1151106 raw/mutant_seg/A2_MHV_AxA_0004_Ceta_2499_821-muimage23_corrected.png        878976508       3716
  24 mut   756 A2_MHV_AxA_0004_Ceta_2752_2166           raw/mutant/A2_MHV_AxA_0004_Ceta_2752_2166.png        1119372900    1136308 raw/mutant_seg/A2_MHV_AxA_0004_Ceta_2752_2166-muimage24_corrected.png      3788958260       4640
  25 mut   288 A2_MHV_AxA_0005_Ceta_230_1857            raw/mutant/A2_MHV_AxA_0005_Ceta_230_1857.png          855878023    1087039 raw/mutant_seg/A2_MHV_AxA_0005_Ceta_230_1857-muimage25_corrected.png       1873941504       2800
  26 mut   677 A2_MHV_AxA_0005_Ceta_2692_1099           raw/mutant/A2_MHV_AxA_0005_Ceta_2692_1099.png        2411726554    1082687 None                                                                                0          0
  27 mut   277 A2_MHV_AxA_0005_Ceta_2898_2423           raw/mutant/A2_MHV_AxA_0005_Ceta_2898_2423.png         860339167    1086467 raw/mutant_seg/A2_MHV_AxA_0005_Ceta_2898_2423-muimage27_corrected.png      1192721432       2769
  28 mut   423 A2_MHV_AxA_0005_Ceta_2964_1357           raw/mutant/A2_MHV_AxA_0005_Ceta_2964_1357.png        2949667473    1082755 None                                                                                0          0
  29 mut   187 A2_MHV_AxA_0005_Ceta_3009_3450           raw/mutant/A2_MHV_AxA_0005_Ceta_3009_3450.png        3130994989    1101513 raw/mutant_seg/A2_MHV_AxA_0005_Ceta_3009_3450-muimage29_corrected.png       625971428       4143
  30 mut   529 A2_MHV_AxA_0005_Ceta_3409_948            raw/mutant/A2_MHV_AxA_0005_Ceta_3409_948.png          495851093     995792 None                                                                                0          0
  31 mut   416 A2_MHV_AxA_0005_Ceta_578_912             raw/mutant/A2_MHV_AxA_0005_Ceta_578_912.png          3239437494    1092732 raw/mutant_seg/A2_MHV_AxA_0005_Ceta_578_912-muimage31_corrected.png        1034568128       2244
  32 mut    36 A2_MHV_AxA_0006_Ceta_0_1156              raw/mutant/A2_MHV_AxA_0006_Ceta_0_1156.png           1170127283    1142273 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_0_1156-muimage32_corrected.png          813717430       3797
  33 mut   383 A2_MHV_AxA_0006_Ceta_0_2015              raw/mutant/A2_MHV_AxA_0006_Ceta_0_2015.png           2957733144    1141865 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_0_2015-muimage33_corrected.png         2424353554       3140
  34 mut   603 A2_MHV_AxA_0006_Ceta_1323_2399           raw/mutant/A2_MHV_AxA_0006_Ceta_1323_2399.png        1440510750    1147550 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_1323_2399-muimage34_corrected.png      2695529853       3707
  35 mut   143 A2_MHV_AxA_0006_Ceta_2628_3738           raw/mutant/A2_MHV_AxA_0006_Ceta_2628_3738.png        2635162269    1000532 None                                                                                0          0
  36 mut   901 A2_MHV_AxA_0006_Ceta_2779_1237           raw/mutant/A2_MHV_AxA_0006_Ceta_2779_1237.png        2251102185    1149532 None                                                                                0          0
  37 mut   921 A2_MHV_AxA_0006_Ceta_3016_2940           raw/mutant/A2_MHV_AxA_0006_Ceta_3016_2940.png          90683516    1155072 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_3016_2940-muimage37_corrected.png      3232514407       4420
  38 mut   173 A2_MHV_AxA_0006_Ceta_3148_443            raw/mutant/A2_MHV_AxA_0006_Ceta_3148_443.png         2214228545    1132781 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_3148_443-muimage38_corrected.png       2527032918       2888
  39 mut   750 A2_MHV_AxA_0006_Ceta_959_2894            raw/mutant/A2_MHV_AxA_0006_Ceta_959_2894.png         2983151662    1147974 raw/mutant_seg/A2_MHV_AxA_0006_Ceta_959_2894-muimage39_corrected.png       1392926988       2702
  40 mut   557 A2_MHV_AxA_0007_Ceta_1182_1958           raw/mutant/A2_MHV_AxA_0007_Ceta_1182_1958.png        1961755928    1127814 raw/mutant_seg/A2_MHV_AxA_0007_Ceta_1182_1958-muimage40_corrected.png       409923823       2507
  41 mut   645 A2_MHV_AxA_0007_Ceta_1875_3535           raw/mutant/A2_MHV_AxA_0007_Ceta_1875_3535.png        2715240346    1129283 raw/mutant_seg/A2_MHV_AxA_0007_Ceta_1875_3535-muimage41_corrected.png      4012552164       3987
  42 mut    34 A2_MHV_AxA_0007_Ceta_2592_614            raw/mutant/A2_MHV_AxA_0007_Ceta_2592_614.png         2630695558    1107893 raw/mutant_seg/A2_MHV_AxA_0007_Ceta_2592_614-muimage42_corrected.png        233893569       2523
  43 mut   641 A2_MHV_AxA_0007_Ceta_2643_1898           raw/mutant/A2_MHV_AxA_0007_Ceta_2643_1898.png        3157613913    1122721 raw/mutant_seg/A2_MHV_AxA_0007_Ceta_2643_1898-muimage43_corrected.png       210568102       2452
  44 mut   719 A2_MHV_AxA_0007_Ceta_3083_3702           raw/mutant/A2_MHV_AxA_0007_Ceta_3083_3702.png        1077923101    1027975 raw/mutant_seg/A2_MHV_AxA_0007_Ceta_3083_3702-muimage44_corrected.png       793263052       3034
  45 mut   100 A2_MHV_AxA_0008_Ceta_0_2121              raw/mutant/A2_MHV_AxA_0008_Ceta_0_2121.png           1822188866    1170771 raw/mutant_seg/A2_MHV_AxA_0008_Ceta_0_2121-muimage45_corrected.png         2809657837       3585
  46 mut   550 A2_MHV_AxA_0008_Ceta_2117_2394           raw/mutant/A2_MHV_AxA_0008_Ceta_2117_2394.png        3957989551    1177115 raw/mutant_seg/A2_MHV_AxA_0008_Ceta_2117_2394-muimage46_corrected.png       236217017       4627
  47 mut   616 A2_MHV_AxA_0008_Ceta_2870_1798           raw/mutant/A2_MHV_AxA_0008_Ceta_2870_1798.png        1662973449    1186998 raw/mutant_seg/A2_MHV_AxA_0008_Ceta_2870_1798-muimage47_corrected.png      1105302381       3415
  48 mut   707 A2_MHV_AxA_0008_Ceta_3447_2667           raw/mutant/A2_MHV_AxA_0008_Ceta_3447_2667.png         775807738    1032462 raw/mutant_seg/A2_MHV_AxA_0008_Ceta_3447_2667-muimage48_corrected.png       242748474       2549
  49 mut    20 A2_MHV_AxA_0008_Ceta_879_2414            raw/mutant/A2_MHV_AxA_0008_Ceta_879_2414.png          834822977    1182097 raw/mutant_seg/A2_MHV_AxA_0008_Ceta_879_2414-muimage49_corrected.png       1343367884       2803
  50 mut   181 A2_MHV_AxA_0009_Ceta_1925_3506           raw/mutant/A2_MHV_AxA_0009_Ceta_1925_3506.png        4009349699    1150006 None                                                                                0          0
  51 mut   671 A2_MHV_AxA_0009_Ceta_2031_1237           raw/mutant/A2_MHV_AxA_0009_Ceta_2031_1237.png        3283932323    1122980 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_2031_1237-muimage51_corrected.png      1541917312       4659
  52 mut   743 A2_MHV_AxA_0009_Ceta_2345_2743           raw/mutant/A2_MHV_AxA_0009_Ceta_2345_2743.png        1124202375    1154325 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_2345_2743-muimage52_corrected.png      3114460911       2475
  53 mut   776 A2_MHV_AxA_0009_Ceta_2375_1505           raw/mutant/A2_MHV_AxA_0009_Ceta_2375_1505.png         948154825    1119461 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_2375_1505-muimage53_corrected.png      4286628454       2059
  54 mut   808 A2_MHV_AxA_0009_Ceta_2810_1444           raw/mutant/A2_MHV_AxA_0009_Ceta_2810_1444.png         260833088    1140204 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_2810_1444-muimage54_corrected.png      1269430445       2931
  55 mut   421 A2_MHV_AxA_0009_Ceta_616_1525            raw/mutant/A2_MHV_AxA_0009_Ceta_616_1525.png         3575915641    1141274 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_616_1525-muimage55_corrected.png       1449038965       2530
  56 mut   696 A2_MHV_AxA_0009_Ceta_864_959             raw/mutant/A2_MHV_AxA_0009_Ceta_864_959.png          2032601140    1143857 raw/mutant_seg/A2_MHV_AxA_0009_Ceta_864_959-muimage56_corrected.png        2566352992       2559
  57 mut   817 A2_MHV_AxA_0010_Ceta_1167_231            raw/mutant/A2_MHV_AxA_0010_Ceta_1167_231.png         1985647979    1019259 None                                                                                0          0
  58 mut   593 A2_MHV_AxA_0010_Ceta_1627_2035           raw/mutant/A2_MHV_AxA_0010_Ceta_1627_2035.png        1852425456    1087758 None                                                                                0          0
  59 mut   229 A2_MHV_AxA_0010_Ceta_2365_2106           raw/mutant/A2_MHV_AxA_0010_Ceta_2365_2106.png         118549608    1109476 raw/mutant_seg/A2_MHV_AxA_0010_Ceta_2365_2106-muimage59_corrected.png      1657584016       3219
  60 mut   702 A2_MHV_AxA_0010_Ceta_2365_3552           raw/mutant/A2_MHV_AxA_0010_Ceta_2365_3552.png         292438004    1132719 raw/mutant_seg/A2_MHV_AxA_0010_Ceta_2365_3552-muimage60_corrected.png      2777522191       2461
  61 mut   831 A2_MHV_AxA_0010_Ceta_389_2510            raw/mutant/A2_MHV_AxA_0010_Ceta_389_2510.png         2659803827    1110083 raw/mutant_seg/A2_MHV_AxA_0010_Ceta_389_2510-muimage61_corrected.png       4162869619       2901
  62 mut   566 A2_MHV_AxA_0010_Ceta_656_2121            raw/mutant/A2_MHV_AxA_0010_Ceta_656_2121.png         2989639903    1107759 raw/mutant_seg/A2_MHV_AxA_0010_Ceta_656_2121-muimage62_corrected.png       2597839776       3256
  63 mut   535 A2_MHV_AxA_0011_Ceta_3270_2642           raw/mutant/A2_MHV_AxA_0011_Ceta_3270_2642.png        1907919623    1188487 raw/mutant_seg/A2_MHV_AxA_0011_Ceta_3270_2642-muimage63_corrected.png      1247581129       2967
  64 mut   712 A2_MHV_AxA_0011_Ceta_3270_3051           raw/mutant/A2_MHV_AxA_0011_Ceta_3270_3051.png        2379740406    1191204 raw/mutant_seg/A2_MHV_AxA_0011_Ceta_3270_3051-muimage64_corrected.png      3191775736       3298
  65 mut    17 A2_MHV_AxA_0011_Ceta_480_2061            raw/mutant/A2_MHV_AxA_0011_Ceta_480_2061.png          227476177    1174421 raw/mutant_seg/A2_MHV_AxA_0011_Ceta_480_2061-muimage65_corrected.png       2739021188       2695
  66 mut   709 A2_MHV_AxA_0012_Ceta_313_1808            raw/mutant/A2_MHV_AxA_0012_Ceta_313_1808.png         4242551246    1191018 raw/mutant_seg/A2_MHV_AxA_0012_Ceta_313_1808-muimage66_corrected.png        650722576       2687
  67 mut   760 A2_MHV_AxA_0012_Ceta_687_2637            raw/mutant/A2_MHV_AxA_0012_Ceta_687_2637.png          585524071    1211774 raw/mutant_seg/A2_MHV_AxA_0012_Ceta_687_2637-muimage67_corrected.png       2794032351       2809
  68 mut   551 A2_MHV_AxA_0013_Ceta_202_2940            raw/mutant/A2_MHV_AxA_0013_Ceta_202_2940.png         1168997033    1129201 raw/mutant_seg/A2_MHV_AxA_0013_Ceta_202_2940-muimage68_corrected.png       3437439528       2717
  69 mut    70 A2_MHV_AxA_0013_Ceta_3047_3627           raw/mutant/A2_MHV_AxA_0013_Ceta_3047_3627.png        1457424061    1137003 raw/mutant_seg/A2_MHV_AxA_0013_Ceta_3047_3627-muimage69_corrected.png      3693979407       2271
  70 mut   873 A2_MHV_AxA_0013_Ceta_348_721             raw/mutant/A2_MHV_AxA_0013_Ceta_348_721.png          3502609171    1123414 raw/mutant_seg/A2_MHV_AxA_0013_Ceta_348_721-muimage70_corrected.png        1950932482       2945
  71 mut   240 A2_MHV_AxA_0014_Ceta_1748_822            raw/mutant/A2_MHV_AxA_0014_Ceta_1748_822.png         3268148620    1178014 raw/mutant_seg/A2_MHV_AxA_0014_Ceta_1748_822-muimage71_corrected.png       4247643120       3589
  72 mut   597 A2_MHV_AxA_0014_Ceta_2031_2429           raw/mutant/A2_MHV_AxA_0014_Ceta_2031_2429.png        3592990583    1177603 raw/mutant_seg/A2_MHV_AxA_0014_Ceta_2031_2429-muimage72_corrected.png      1496067690       3168
  73 mut   618 A2_MHV_AxA_0014_Ceta_3391_2349           raw/mutant/A2_MHV_AxA_0014_Ceta_3391_2349.png        2953102529    1095284 raw/mutant_seg/A2_MHV_AxA_0014_Ceta_3391_2349-muimage73_corrected.png      1084890103       2988
  74 mut   845 A2_MHV_AxA_0014_Ceta_3406_3203           raw/mutant/A2_MHV_AxA_0014_Ceta_3406_3203.png         235518035    1080484 raw/mutant_seg/A2_MHV_AxA_0014_Ceta_3406_3203-muimage74_corrected.png      1944296231       2655
  75 mut   234 A2_MHV_AxA_0014_Ceta_9_2303              raw/mutant/A2_MHV_AxA_0014_Ceta_9_2303.png           1724279273    1175985 raw/mutant_seg/A2_MHV_AxA_0014_Ceta_9_2303-muimage75_corrected.png          686239941       2671
  76 mut   628 A2_MHV_AxA_0015_Ceta_1223_1959           raw/mutant/A2_MHV_AxA_0015_Ceta_1223_1959.png        1842236830    1111977 raw/mutant_seg/A2_MHV_AxA_0015_Ceta_1223_1959-muimage76_corrected.png      2168920926       3049
  77 mut   560 A2_MHV_AxA_0015_Ceta_1693_3188           raw/mutant/A2_MHV_AxA_0015_Ceta_1693_3188.png        3170602430    1109736 raw/mutant_seg/A2_MHV_AxA_0015_Ceta_1693_3188-muimage77_corrected.png      3200728317       3230
  78 mut   323 A2_MHV_AxA_0015_Ceta_237_2611            raw/mutant/A2_MHV_AxA_0015_Ceta_237_2611.png         2614555476    1112448 raw/mutant_seg/A2_MHV_AxA_0015_Ceta_237_2611-muimage78_corrected.png       1641380397       3014
  79 mut   534 A2_MHV_AxA_0016_Ceta_1506_352            raw/mutant/A2_MHV_AxA_0016_Ceta_1506_352.png          636346806    1172531 raw/mutant_seg/A2_MHV_AxA_0016_Ceta_1506_352-muimage79_corrected.png       2979191326       2775
  80 mut   374 A2_MHV_AxA_0016_Ceta_2845_2869           raw/mutant/A2_MHV_AxA_0016_Ceta_2845_2869.png         268880059    1181661 raw/mutant_seg/A2_MHV_AxA_0016_Ceta_2845_2869-muimage80_corrected.png       933138620       3887
  81 mut   402 A2_MHV_AxA_0016_Ceta_3300_3632           raw/mutant/A2_MHV_AxA_0016_Ceta_3300_3632.png        3816854213    1183309 raw/mutant_seg/A2_MHV_AxA_0016_Ceta_3300_3632-muimage81_corrected.png       378216103       3626
  82 mut   265 A2_MHV_AxA_0016_Ceta_874_2091            raw/mutant/A2_MHV_AxA_0016_Ceta_874_2091.png         1267477438    1162041 raw/mutant_seg/A2_MHV_AxA_0016_Ceta_874_2091-muimage82_corrected.png        734420810       2324
  83 mut   915 A2_MHV_AxA_0017_Ceta_2375_1631           raw/mutant/A2_MHV_AxA_0017_Ceta_2375_1631.png        1122618486    1136778 raw/mutant_seg/A2_MHV_AxA_0017_Ceta_2375_1631-muimage83_corrected.png       958222043       2612
  84 mut   889 A2_MHV_AxA_0017_Ceta_2527_3501           raw/mutant/A2_MHV_AxA_0017_Ceta_2527_3501.png        2069126138    1144479 raw/mutant_seg/A2_MHV_AxA_0017_Ceta_2527_3501-muimage84_corrected.png      3564581716       3439
  85 mut   654 A2_MHV_AxA_0017_Ceta_3022_3056           raw/mutant/A2_MHV_AxA_0017_Ceta_3022_3056.png        3924593374    1147382 raw/mutant_seg/A2_MHV_AxA_0017_Ceta_3022_3056-muimage85_corrected.png      1228295002       2586
  86 mut   428 A2_MHV_AxA_0017_Ceta_308_1469            raw/mutant/A2_MHV_AxA_0017_Ceta_308_1469.png          921797072    1124257 raw/mutant_seg/A2_MHV_AxA_0017_Ceta_308_1469-muimage86_corrected.png       1275440750       2859
  87 mut   661 A2_MHV_AxA_0017_Ceta_343_923             raw/mutant/A2_MHV_AxA_0017_Ceta_343_923.png           364889727    1127591 raw/mutant_seg/A2_MHV_AxA_0017_Ceta_343_923-muimage87_corrected.png        2440492015       2948
  88 mut   766 A2_MHV_AxA_0018_Ceta_2198_3405           raw/mutant/A2_MHV_AxA_0018_Ceta_2198_3405.png         309990167    1183793 raw/mutant_seg/A2_MHV_AxA_0018_Ceta_2198_3405-muimage88_corrected.png      3432636271       2796
  89 mut   773 A2_MHV_AxA_0018_Ceta_247_620             raw/mutant/A2_MHV_AxA_0018_Ceta_247_620.png           246135971    1166857 raw/mutant_seg/A2_MHV_AxA_0018_Ceta_247_620-muimage89_corrected.png        4112053194       2593
  90 mut   108 A2_MHV_AxA_0018_Ceta_414_2091            raw/mutant/A2_MHV_AxA_0018_Ceta_414_2091.png         3303203769    1178432 raw/mutant_seg/A2_MHV_AxA_0018_Ceta_414_2091-muimage90_corrected.png       2483336165       2424
  91 mut    59 A2_MHV_AxA_0019_Ceta_0_2298              raw/mutant/A2_MHV_AxA_0019_Ceta_0_2298.png           4047747884    1173076 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_0_2298-muimage91_corrected.png          698302114       3782
  92 mut   281 A2_MHV_AxA_0019_Ceta_0_372               raw/mutant/A2_MHV_AxA_0019_Ceta_0_372.png             998352125    1168495 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_0_372-muimage92_corrected.png          3884395775       2488
  93 mut   586 A2_MHV_AxA_0019_Ceta_0_787               raw/mutant/A2_MHV_AxA_0019_Ceta_0_787.png            3498824524    1167965 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_0_787-muimage93_corrected.png           274578783       2547
  94 mut   872 A2_MHV_AxA_0019_Ceta_1308_2505           raw/mutant/A2_MHV_AxA_0019_Ceta_1308_2505.png        2274985904    1182655 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_1308_2505-muimage94_corrected.png      3665500707       2525
  95 mut   904 A2_MHV_AxA_0019_Ceta_1607_1333           raw/mutant/A2_MHV_AxA_0019_Ceta_1607_1333.png        3549808637    1172941 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_1607_1333-muimage95_corrected.png      3141390354       2165
  96 mut   894 A2_MHV_AxA_0019_Ceta_2127_3643           raw/mutant/A2_MHV_AxA_0019_Ceta_2127_3643.png        1847009241    1178011 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_2127_3643-muimage96_corrected.png      1073531621       2488
  97 mut   640 A2_MHV_AxA_0019_Ceta_2956_1156           raw/mutant/A2_MHV_AxA_0019_Ceta_2956_1156.png        1526572380    1184415 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_2956_1156-muimage97_corrected.png      1852770097       2846
  98 mut   749 A2_MHV_AxA_0019_Ceta_3371_3653           raw/mutant/A2_MHV_AxA_0019_Ceta_3371_3653.png        2077164697    1121675 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_3371_3653-muimage98_corrected.png       745303846       2878
  99 mut   348 A2_MHV_AxA_0019_Ceta_358_2359            raw/mutant/A2_MHV_AxA_0019_Ceta_358_2359.png          426324537    1174414 raw/mutant_seg/A2_MHV_AxA_0019_Ceta_358_2359-muimage99_corrected.png       3936206331       2202
 100 mut   458 A2_MHV_AxA_0020_Ceta_1586_782            raw/mutant/A2_MHV_AxA_0020_Ceta_1586_782.png         2799296427    1119992 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_1586_782-muimage100_corrected.png       733595582       2901
 101 mut   748 A2_MHV_AxA_0020_Ceta_1849_3228           raw/mutant/A2_MHV_AxA_0020_Ceta_1849_3228.png        1977550006    1121906 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_1849_3228-muimage101_corrected.png     1501007274       2688
 102 mut   899 A2_MHV_AxA_0020_Ceta_252_1060            raw/mutant/A2_MHV_AxA_0020_Ceta_252_1060.png         2741695483    1102003 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_252_1060-muimage102_corrected.png      2563774500       2583
 103 mut   583 A2_MHV_AxA_0020_Ceta_303_433             raw/mutant/A2_MHV_AxA_0020_Ceta_303_433.png          3109466876    1101334 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_303_433-muimage103_corrected.png        259962405       3008
 104 mut   735 A2_MHV_AxA_0020_Ceta_434_1818            raw/mutant/A2_MHV_AxA_0020_Ceta_434_1818.png         3279013085    1103689 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_434_1818-muimage104_corrected.png      1407421114       2814
 105 mut   403 A2_MHV_AxA_0020_Ceta_793_191             raw/mutant/A2_MHV_AxA_0020_Ceta_793_191.png          4024845871     977160 None                                                                                0          0
 106 mut   861 A2_MHV_AxA_0020_Ceta_813_3294            raw/mutant/A2_MHV_AxA_0020_Ceta_813_3294.png         3603585460    1118749 raw/mutant_seg/A2_MHV_AxA_0020_Ceta_813_3294-muimage106_corrected.png      3082766324       3445
 107 mut   338 A2_MHV_AxA_0021_Ceta_141_2536            raw/mutant/A2_MHV_AxA_0021_Ceta_141_2536.png         2472622952    1128167 raw/mutant_seg/A2_MHV_AxA_0021_Ceta_141_2536-muimage107_corrected.png      4262050495       2273
 108 mut     8 A2_MHV_AxA_0021_Ceta_2087_954            raw/mutant/A2_MHV_AxA_0021_Ceta_2087_954.png          587280761    1133818 raw/mutant_seg/A2_MHV_AxA_0021_Ceta_2087_954-muimage108_corrected.png      2875580194       2642
 109 mut   156 A2_MHV_AxA_0021_Ceta_2218_595            raw/mutant/A2_MHV_AxA_0021_Ceta_2218_595.png         2774499407    1135119 raw/mutant_seg/A2_MHV_AxA_0021_Ceta_2218_595-muimage109_corrected.png      3238259888       2966
 110 mut   772 A2_MHV_AxA_0022_Ceta_0_3415              raw/mutant/A2_MHV_AxA_0022_Ceta_0_3415.png            738070223    1183285 raw/mutant_seg/A2_MHV_AxA_0022_Ceta_0_3415-muimage110_corrected.png         652418946       2661
 111 mut   151 A2_MHV_AxA_0022_Ceta_1738_1343           raw/mutant/A2_MHV_AxA_0022_Ceta_1738_1343.png        2174831396    1185619 raw/mutant_seg/A2_MHV_AxA_0022_Ceta_1738_1343-muimage111_corrected.png     3405785154       2760
 112 mut   546 A2_MHV_AxA_0022_Ceta_2077_858            raw/mutant/A2_MHV_AxA_0022_Ceta_2077_858.png         2611628728    1190505 raw/mutant_seg/A2_MHV_AxA_0022_Ceta_2077_858-muimage112_corrected.png      1884687148       2272
