,im_id,file_path,class
83,muimage121_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage121_corrected.png,mut
84,muimage439_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage439_corrected.png,mut
85,muimage509_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage509_corrected.png,mut
86,muimage298_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage298_corrected.png,mut
87,muimage394_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage394_corrected.png,mut
88,muimage155_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage155_corrected.png,mut
89,muimage75_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage75_corrected.png,mut
90,muimage354_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage354_corrected.png,mut
91,muimage186_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage186_corrected.png,mut
92,muimage78_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage78_corrected.png,mut
93,muimage117_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage117_corrected.png,mut
94,muimage465_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage465_corrected.png,mut
95,muimage376_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage376_corrected.png,mut
96,muimage377_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage377_corrected.png,mut
97,muimage312_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage312_corrected.png,mut
98,muimage444_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage444_corrected.png,mut
99,muimage315_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage315_corrected.png,mut
100,muimage375_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage375_corrected.png,mut
101,muimage238_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage238_corrected.png,mut
102,muimage66_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage66_corrected.png,mut
103,muimage231_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage231_corrected.png,mut
104,muimage246_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage246_corrected.png,mut
105,muimage504_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage504_corrected.png,mut
106,muimage2_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage2_corrected.png,mut
107,muimage449_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage449_corrected.png,mut
108,muimage443_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage443_corrected.png,mut
109,muimage430_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage430_corrected.png,mut
110,muimage214_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage214_corrected.png,mut
111,muimage92_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage92_corrected.png,mut
112,muimage103_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage103_corrected.png,mut
113,muimage488_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage488_corrected.png,mut
114,muimage471_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage471_corrected.png,mut
115,muimage114_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage114_corrected.png,mut
116,muimage203_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage203_corrected.png,mut
117,muimage435_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage435_corrected.png,mut
118,muimage277_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage277_corrected.png,mut
119,muimage307_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage307_corrected.png,mut
120,muimage369_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage369_corrected.png,mut
121,muimage382_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage382_corrected.png,mut
122,muimage156_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage156_corrected.png,mut
123,muimage107_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage107_corrected.png,mut
124,muimage60_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage60_corrected.png,mut
125,muimage291_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage291_corrected.png,mut
126,muimage378_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage378_corrected.png,mut
127,muimage225_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage225_corrected.png,mut
128,muimage423_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage423_corrected.png,mut
129,muimage441_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage441_corrected.png,mut
130,muimage56_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage56_corrected.png,mut
131,muimage7_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage7_corrected.png,mut
132,muimage118_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage118_corrected.png,mut
133,muimage474_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage474_corrected.png,mut
134,muimage205_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage205_corrected.png,mut
135,muimage442_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage442_corrected.png,mut
136,muimage63_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage63_corrected.png,mut
137,muimage243_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage243_corrected.png,mut
138,muimage428_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage428_corrected.png,mut
139,muimage54_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage54_corrected.png,mut
140,muimage163_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage163_corrected.png,mut
141,muimage462_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage462_corrected.png,mut
142,muimage196_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage196_corrected.png,mut
143,muimage197_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage197_corrected.png,mut
144,muimage328_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage328_corrected.png,mut
145,muimage384_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage384_corrected.png,mut
146,muimage252_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage252_corrected.png,mut
147,muimage379_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage379_corrected.png,mut
148,muimage85_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage85_corrected.png,mut
149,muimage219_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage219_corrected.png,mut
150,muimage480_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage480_corrected.png,mut
151,muimage142_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage142_corrected.png,mut
152,muimage460_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage460_corrected.png,mut
153,muimage397_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage397_corrected.png,mut
154,muimage175_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage175_corrected.png,mut
155,muimage314_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage314_corrected.png,mut
156,muimage167_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage167_corrected.png,mut
157,muimage515_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage515_corrected.png,mut
158,muimage332_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage332_corrected.png,mut
159,muimage199_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage199_corrected.png,mut
160,muimage137_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage137_corrected.png,mut
161,muimage120_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage120_corrected.png,mut
162,muimage290_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage290_corrected.png,mut
163,muimage227_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage227_corrected.png,mut
164,muimage325_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage325_corrected.png,mut
165,muimage242_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage242_corrected.png,mut
166,muimage250_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage250_corrected.png,mut
167,muimage385_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage385_corrected.png,mut
168,muimage213_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage213_corrected.png,mut
169,muimage183_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage183_corrected.png,mut
170,muimage456_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage456_corrected.png,mut
171,muimage48_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage48_corrected.png,mut
172,muimage135_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage135_corrected.png,mut
173,muimage507_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage507_corrected.png,mut
174,muimage169_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage169_corrected.png,mut
175,muimage333_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage333_corrected.png,mut
176,muimage485_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage485_corrected.png,mut
177,muimage487_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage487_corrected.png,mut
178,muimage146_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage146_corrected.png,mut
179,muimage245_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage245_corrected.png,mut
180,muimage286_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage286_corrected.png,mut
181,muimage311_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage311_corrected.png,mut
182,muimage324_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage324_corrected.png,mut
183,muimage476_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage476_corrected.png,mut
184,muimage1_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage1_corrected.png,mut
185,muimage162_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage162_corrected.png,mut
186,muimage46_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage46_corrected.png,mut
187,muimage278_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage278_corrected.png,mut
188,muimage501_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage501_corrected.png,mut
189,muimage255_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage255_corrected.png,mut
190,muimage344_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage344_corrected.png,mut
191,muimage172_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage172_corrected.png,mut
192,muimage129_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage129_corrected.png,mut
193,muimage411_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage411_corrected.png,mut
194,muimage220_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage220_corrected.png,mut
195,muimage152_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage152_corrected.png,mut
196,muimage166_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage166_corrected.png,mut
197,muimage446_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage446_corrected.png,mut
198,muimage400_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage400_corrected.png,mut
199,muimage408_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage408_corrected.png,mut
200,muimage306_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage306_corrected.png,mut
201,muimage370_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage370_corrected.png,mut
202,muimage351_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage351_corrected.png,mut
203,muimage305_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage305_corrected.png,mut
204,muimage267_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage267_corrected.png,mut
205,muimage122_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage122_corrected.png,mut
206,muimage481_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage481_corrected.png,mut
207,muimage357_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage357_corrected.png,mut
208,muimage329_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage329_corrected.png,mut
209,muimage206_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage206_corrected.png,mut
210,muimage202_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage202_corrected.png,mut
211,muimage39_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage39_corrected.png,mut
212,muimage234_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage234_corrected.png,mut
213,muimage349_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage349_corrected.png,mut
214,muimage25_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage25_corrected.png,mut
215,muimage106_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage106_corrected.png,mut
216,muimage208_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage208_corrected.png,mut
217,muimage181_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage181_corrected.png,mut
218,muimage403_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage403_corrected.png,mut
219,muimage12_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage12_corrected.png,mut
220,muimage87_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage87_corrected.png,mut
221,muimage236_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage236_corrected.png,mut
222,muimage198_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage198_corrected.png,mut
223,muimage170_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage170_corrected.png,mut
224,muimage294_corrected,/home/ascott10/documents/projects/pub_viruses/segmented_images/mutant_manual_correction/muimage294_corrected.png,mut
